# 编码	词频（wordfreq 英文 Zipf × 1000）
misclicking	0
misclicks	0
miscommunications	1830
misdiagnose	1470
misdiagnosed	2550
misdiagnoses	1520
misdiagnosing	1300
misdiagnosis	2250
misdid	0
misdo	0
misdoes	0
misdone	0
miseducation	1900
miserableness	0
misfile	0
misfiled	1350
misfiles	0
misfiling	0
misgovernment	1420
misguidance	1410
misguide	1660
misguides	0
misguiding	1480
mishear	1380
misheard	2420
mishearing	1520
mishears	0
mishit	1520
mishits	0
mishitting	0
misidentification	2029
misidentifications	1260
mislabel	1350
mislabeled	2230
mislabeling	1820
mislabelled	1610
mislabelling	1120
mislabels	0
misleadingly	2200
misname	0
misnamed	1920
misnames	0
misnaming	1030
miso	2770
misogamist	0
misogamists	0
misogamy	0
misogynous	1030
misos	0
misperception	2140
misperceptions	2180
misplacement	1620
misprision	1550
misremember	1240
misremembered	1650
misremembering	1570
misremembers	0
misreport	1270
misreported	1860
misreporting	1920
misreports	0
misshape	0
misshaped	1320
misshapes	0
misshaping	0
missioner	1550
missioners	1300
mississippians	1910
missoula	2810
missourians	2080
misspeak	1410
misspeaking	1140
misspeaks	0
misspoke	2320
misspoken	1560
missus	2780
missuses	0
mistakable	0
mistral	2580
mistrals	0
mistranslation	2050
mistranslations	1500
mistrustfully	0
mitochondria	3090
mitochondrial	3270
mitochondrion	1920
mitotic	2470
mitral	2570
mitzvah	2870
mitzvahs	2040
mitzvot	1800
mixable	0
mixtape	3340
mixtapes	2800
mk	3580
mks	2270
mlle	2400
mme	2960
mmes	0
mnemonically	0
moaner	1540
moaners	1330
moated	1800
mobiliser	0
mobilisers	0
mobilizer	1210
mobilizers	1110
modalities	2900
modality	2810
modeler	2240
modelers	2090
modeller	2029
modellers	1890
moderateness	0
moderna	2230
moderniser	1240
modernisers	1240
modernizer	1270
modernizers	1200
modernly	1560
modernness	0
modi	3800
modularisation	0
modularization	1520
modus	2930
moggie	1140
moggy	1700
mohave	2340
mohawks	2240
mohegan	2320
moi	3260
moil	1360
moiled	0
moiling	0
moils	0
moistener	0
moisteners	0
mojito	2530
mojitos	2170
mojo	3320
moldable	1630
moldavian	1930
moldboard	1280
moldboards	0
moldovan	2460
molecularity	0
mollies	1800
molluscan	2000
molter	1070
molters	0
momentariness	0
momentously	0
mon	3860
monacan	1360
monacans	0
monad	2350
monads	2029
monarchistic	0
monastical	0
monastically	0
monegasque	1500
monessen	1540
monetarist	1740
monetarists	1490
monetisation	1960
monetization	2730
moneybag	1390
moneybox	1240
moneyboxes	0
moneylender	2050
moneylenders	2180
mongolic	1150
mongoloids	1610
monism	2110
monist	1740
monists	0
monition	0
monitions	0
monitory	1380
monkeypox	1340
monkeyshine	0
monkish	1590
monkshood	1600
monkshoods	0
monocled	1290
monoclonal	2850
monocotyledonous	1390
monocular	2160
monoculture	2300
monocultures	1860
monodic	0
monodies	0
monodist	0
monodists	0
monody	1480
monogamist	1570
monogamists	0
monogamously	1160
monologist	1240
monologists	0
monomaniacal	1410
monomer	2700
monomers	2520
monoplane	2080
monoplanes	1380
monopoliser	0
monopolisers	0
monopolizer	0
monopolizers	0
monotonousness	0
monounsaturated	2140
monseigneur	2190
monsoonal	1870
mont	3460
montanans	1760
monterey	3330
monthlong	1690
moolah	2350
moonless	2060
moonrise	2380
moonshiner	1480
moonshiners	1750
moonwalk	2300
moonwalks	1470
moorhen	1590
moorhens	1260
moorlands	1970
moper	0
mopers	0
mopey	2080
mopier	0
mopiest	0
mopish	0
moralisation	0
moraliser	0
moralisers	0
moralism	1910
moralistically	0
moralization	1170
moralizer	0
moralizers	0
morbidness	0
mordancy	0
mordantly	1130
moreish	1790
morel	2620
morels	1990
morgantown	2730
moronically	1290
morph	3070
morphed	2910
morphemic	1150
morphia	1620
morphing	2690
morphs	2630
morristown	2680
mosh	2660
moshed	1010
moshes	1020
moshing	1900
mossback	0
mossbacks	0
mot	3100
motet	1960
motets	1970
motherfucking	3240
motionlessly	1030
motionlessness	0
motiveless	1460
motorisation	1130
motorization	1640
motorsport	3170
motorsports	2990
mots	2390
moue	1030
moues	0
mouldable	1110
moulton	2760
mountable	1920
mounter	1300
mounters	0
moussaka	1870
moussakas	0
moustached	1760
mouthfeel	2200
mouthier	0
mouthiest	0
mouthiness	0
mouthy	2310
moviegoer	1790
moviegoers	2380
moviegoing	1620
moviemaker	1540
moviemakers	1580
moviemaking	1860
mown	2220
moxie	2550
mozambican	2360
mozambicans	1480
msw	2480
mucilaginous	1520
mucosa	2670
muddily	0
mudflap	1370
mudflaps	1350
mudflat	1420
mudflats	2020
mudflow	1570
mudflows	1550
mudhole	1450
mudholes	0
mudpack	0
mudpacks	0
mudroom	1530
mudrooms	0
mugful	0
mugfuls	0
muggins	1610
mugshot	2590
mugshots	2270
mugwump	1500
mugwumps	1240
mujahideen	2710
mulct	0
mulcted	0
mulcting	0
mulcts	0
muleskinner	0
muleskinners	0
mullein	1590
mulligans	1680
mullioned	1680
multibillion	2450
multicellular	2450
multichannel	2600
multiculturalist	1260
multiculturalists	1220
multidisciplinary	3060
multiethnic	2280
multifamily	2610
multifariously	0
multiform	1590
multifunctional	2470
multigenerational	2110
multigrain	1780
multilateralism	2020
multilaterally	1520
multilayered	2370
multilevel	2540
multilingualism	2120
multimillion	2820
multimillions	0
multimodal	2540
multipart	1830
multiparty	2370
multiprocessor	2020
multiprocessors	1200
multipronged	1420
multistage	2180
multistorey	1630
multistory	1850
multitalented	1760
multitask	2500
multitasked	0
multitasker	1690
multitaskers	1230
multitasks	0
multiyear	2350
mumbletypeg	0
munchie	1850
munchkin	2690
munchkins	2310
muncie	2590
muni	2720
munificently	1060
munis	1850
munition	2440
munitioned	0
munitioning	0
munster	3100
murcia	2410
murfreesboro	2500
murmurer	0
murmurers	0
murmurings	1880
murmurous	0
murrain	1450
murrieta	2320
mus	3020
muscats	1080
musclebound	1520
muscleman	1550
musclemen	1300
muscly	1910
muscularly	1200
musculoskeletal	2750
musette	1670
musettes	0
museumgoers	0
musher	1840
mushers	1760
musicality	2430
musicianly	1080
musicological	1840
musingly	0
muskeg	1750
muskegon	2580
muskegs	0
muskie	2270
muskies	1780
muskoxen	1110
mustached	1860
mustachio	1140
mustachioed	1900
mustachios	0
mustily	0
mutably	0
mutagen	2240
mutagenic	2150
mutagens	1750
mutational	2100
mutative	1040
mutilator	1480
mutilators	0
mutterer	0
mutterers	0
mutterings	1980
muttonchops	1010
muttony	0
muzzily	0
muzziness	0
muzzy	2000
mw	3580
mycologist	1640
mycologists	1390
mycology	2220
myelitis	1840
myocardial	2930
myocardium	2180
myopically	1330
myrmidon	1580
myrmidons	1690
mythologise	0
mythologised	1250
mythologises	0
mythologising	0
mythologize	1290
mythologized	1810
mythologizes	0
mythologizing	1580
myxomatosis	1610
naan	2580
naans	1140
nacelle	2210
nacelles	2070
nacho	3020
nachos	2930
nacreous	1410
nae	2820
naff	2200
naffer	0
naffest	0
nagger	1330
naggers	0
nah	4400
naif	1970
naifs	0
nameable	1060
namelessly	0
nameplate	2520
nameplates	2110
nampa	2190
nanobot	1460
nanobots	2090
nanometer	2390
nanometers	2480
nanometre	1500
nanometres	1600
nanotech	2160
nanotube	2400
nanotubes	2740
napa	3320
napless	0
napoleons	1830
napper	2100
nappers	1310
naptime	2060
naptimes	0
narco	2570
narcolepsy	2500
narcoleptic	1830
narcos	2380
narcotisation	0
narcotise	0
narcotised	0
narcotises	0
narcotising	0
narcotization	0
narcotize	0
narcotized	0
narcotizes	0
narcotizing	0
narky	1300
narraganset	0
nasalisation	0
nasality	1350
nasalization	1400
nascence	0
natch	2150
nationalistically	1030
nationhood	2460
nativism	2100
nativist	2250
nativists	1660
natter	2140
nattered	0
nattering	1730
natters	1100
nattiness	0
naturism	1990
naturist	2320
naturists	1840
nauseously	0
nauseousness	0
navvies	1730
navvy	1610
nbs	2830
neap	1580
neaps	0
nearshore	1990
nearside	1780
nearsightedly	0
neaten	1410
neatened	0
neatening	0
neatens	0
neb	2770
nebr	1210
nebulously	1250
nebulousness	0
necessitous	1080
neckband	1650
neckbands	0
necklaced	0
necklacing	1250
necklacings	0
neckwear	1780
necrology	1440
necrophiliac	1740
necrophiliacs	1120
necropolis	2450
necropolises	0
necrotic	2550
needfully	0
needlelike	1060
needlessness	0
needlewoman	1060
needlewomen	0
negativeness	1020
negativism	1610
neglectfulness	0
negotiability	0
negress	1670
negresses	0
negritude	1390
neh	2610
nelsons	1980
neocolonialist	0
neocolonialists	0
neoconservatism	1810
neocortex	2220
neoliberal	3010
neoliberalism	2790
neoplasm	2250
neoplasms	2520
neoplastic	2260
nepalese	2940
nepalis	1870
nepenthe	1490
nephrite	1810
nephritic	1360
nephropathy	2250
nepotist	0
nepotistic	1690
nepotists	0
nervelessness	0
nerviness	0
netball	3090
netherlander	0
netherlanders	1190
netherworld	2340
netiquette	1640
netizen	2160
netizens	2670
networker	1960
networkers	1770
neurally	1410
neurasthenia	1650
neurasthenic	1300
neurasthenics	0
neuritic	1160
neuritics	0
neurodivergent	1310
neurodiverse	1150
neurodiversity	1670
neurologically	2130
neuronal	3120
neuroscience	3450
neuroscientist	2700
neuroscientists	2550
neurosurgeon	2800
neurosurgeons	2250
neurosurgical	2280
neuroticism	2230
neurotypical	1860
neurotypicals	1330
neutralism	1340
neutralist	1570
neutralists	1010
nev	3160
nevadian	0
nevi	1880
nevus	1940
newburgh	2590
newfound	3140
newfoundlander	1390
newfoundlanders	1670
newish	2210
newsagencies	0
newsagency	1470
newsagent	2180
newsdealer	0
newsdealers	0
newsflashes	0
newsgirl	0
newsgirls	0
newsgroup	2130
newsgroups	2120
newshound	1280
newshounds	1180
newspeak	2020
newspeople	1150
newsperson	0
newspersons	0
newsreader	2600
newsreaders	2000
newsroom	3150
newsrooms	2320
newsweeklies	0
newsweekly	1610
newswire	2540
newswires	1730
newswoman	1430
newswomen	0
newsworthiness	1460
nf	3240
nfc	3520
nft	1840
nfts	1590
nicker	1520
nickered	0
nickering	0
nickers	1450
nifedipine	1720
niff	1150
niffy	0
nigerien	1660
nigeriens	1040
niggler	0
nigglers	0
nightdress	1980
nightdresses	1170
nightlights	1430
nightlong	1110
nightspot	1730
nightspots	1730
nightstand	2720
nightstands	1460
nightwatchman	1930
nightwatchmen	0
nightwear	2110
nih	3350
nimby	2070
nimrods	1590
ninepin	0
niobium	2340
nippiness	0
nipponese	1130
nitration	1630
nitric	2950
nitride	2610
nitrides	1600
nitrification	1750
nitrite	2560
nitrites	2090
nitro	3230
nitrocellulose	2160
nitrous	2960
nlp	2590
nlrb	2680
nob	2650
nobble	1290
nobbled	1300
nobbles	0
nobbling	0
nobelist	1120
nobelium	0
nobs	2040
noddle	1520
noddles	1160
nohow	1430
noir	3480
noirs	2140
nominator	1640
nominators	1570
nonacademic	1810
nonacceptance	0
nonacid	0
nonactive	0
nonactives	0
nonaddictive	0
nonadhesive	0
nonadjacent	0
nonadjustable	0
nonadministrative	0
nonage	0
nonages	0
nonaggression	1570
nonalignment	1050
nonallergic	0
nonanswer	0
nonanswers	0
nonappearance	0
nonappearances	0
nonassignable	0
nonathletic	0
nonattendance	1110
nonautomotive	0
nonavailability	0
nonbasic	1180
nonbeliever	1780
nonbelievers	2180
nonbelligerent	0
nonbelligerents	0
nonbinary	2310
nonbinding	1960
nonburnable	0
noncaloric	0
noncancerous	1520
nonchargeable	0
noncitizen	1600
noncitizens	1910
nonclerical	0
nonclericals	0
nonclinical	1580
noncollectable	0
noncombat	1650
noncombustible	1180
noncommissioned	2050
noncommunicable	1560
noncompeting	0
noncompliant	1960
noncomplying	0
noncomprehending	0
nonconducting	0
nonconforming	2320
nonconformism	0
nonconfrontational	1430
nonconsecutive	1400
nonconsensual	1800
nonconstructive	1040
noncontinuous	0
noncontributing	0
noncontributory	0
noncontroversial	1500
nonconvertible	0
noncorroding	0
noncorrosive	0
noncredit	1330
noncriminal	1360
noncriminals	0
noncritical	1250
noncrystalline	0
noncumulative	0
noncustodial	1640
nondeliveries	0
nondelivery	0
nondemocratic	0
nondepartmental	0
nondepreciating	0
nondestructive	2070
nondetachable	0
nondeterminism	1240
nondeterministic	1740
nondisabled	1330
nondisciplinary	0
nondisclosure	2270
nondiscrimination	2280
nondiscriminatory	1740
nondramatic	0
nondrying	0
noneducational	0
noneffective	0
nonelastic	0
nonelectric	0
nonelectrical	0
nonenforceable	0
nonequivalent	0
nonequivalents	0
nonexchangeable	0
nonexclusive	1910
nonexplosive	0
nonexplosives	0
nonfactual	0
nonfading	0
nonfattening	0
nonferrous	1850
nonfictional	1410
nonfinancial	1740
nonflowering	0
nonfluctuating	0
nonflying	0
nonfood	1340
nonfoods	0
nonfreezing	0
nonfunctional	2100
nongranular	0
nonhazardous	0
nonhereditary	0
nonidentical	0
noninclusive	0
nonindependent	0
nonindigenous	1300
noninfectious	1530
noninflammatory	1190
noninflationary	0
noninflected	0
nonintellectual	0
nonintellectuals	0
noninterchangeable	0
noninterference	1330
nonintoxicating	0
noninvasive	2480
nonirritating	0
nonissue	1490
nonissues	0
nonjudicial	1290
nonlegal	0
nonlethal	2170
nonlinear	3270
nonliterary	0
nonmagnetic	1620
nonmalignant	1160
nonmedical	1800
nonmetal	1520
nonmetallic	1840
nonmetals	1510
nonmigratory	0
nonmilitant	0
nonmilitary	1800
nonmonogamous	0
nonnarcotic	0
nonnarcotics	0
nonnative	1950
nonnatives	0
nonnegotiable	1920
nonnuclear	1240
nonnumerical	0
nonobligatory	0
nonobservance	0
nonobservant	0
nonoccupational	0
nonoccurrence	0
nonofficial	1140
nonoperational	1090
nonoperative	1400
nonparallel	0
nonparallels	0
nonparticipant	0
nonparticipants	1020
nonparticipating	1020
nonpaying	1120
nonperformance	1360
nonperforming	1750
nonperishable	1550
nonperson	0
nonpersons	0
nonphysically	0
nonpolluting	0
nonporous	1580
nonpracticing	0
nonprejudicial	0
nonprofitable	0
nonpublic	2330
nonpunishable	0
nonracial	1270
nonradioactive	1120
nonrandom	1440
nonreactive	1520
nonreciprocal	1100
nonreciprocals	0
nonreciprocating	0
nonrecognition	0
nonrecoverable	0
nonrecurring	1390
nonrecyclable	0
nonredeemable	0
nonrefillable	0
nonreligious	2090
nonrepresentational	0
nonresidential	1950
nonresidual	0
nonresistance	1330
nonresistant	0
nonrhythmic	0
nonsalaried	0
nonscientific	1280
nonscoring	0
nonsecular	0
nonsegregated	0
nonsensitive	0
nonsexual	1890
nonsignificant	1430
nonslip	1340
nonsocial	0
nonspeaking	0
nonspecialist	0
nonspecialists	0
nonspecializing	0
nonspecific	2390
nonspiritual	0
nonspirituals	0
nonstaining	0
nonstarter	1780
nonstarters	0
nonstrategic	0
nonstriking	0
nonstructural	1540
nonsuccessive	0
nonsupporting	0
nonsurgical	1960
nonsustaining	0
nonsympathiser	0
nonsympathisers	0
nonsympathizer	0
nonsympathizers	0
nontarnishable	0
nontaxable	1490
nontenured	0
nontheatrical	0
nonthinking	0
nonthreatening	1840
nontraditional	2600
nontransferable	1570
nontransparent	1260
nontropical	0
nonuniform	1790
nonvenomous	1260
nonviable	1690
nonviolently	1500
nonvirulent	0
nonvocal	0
nonvocational	0
nonvolatile	1830
nonvoter	0
nonvoters	1470
nonvoting	1550
nonworking	1390
nonyielding	0
nookie	2029
nooky	1090
noontide	1300
nori	2600
noris	1470
norovirus	2230
northeastwards	1150
norther	2080
northers	0
northwester	0
northwesters	0
northwestwards	0
norw	1060
nosebag	0
nosebags	0
nosher	0
noshers	0
nosily	0
notabilities	0
notability	2020
notarial	1930
notarisation	0
notarization	1460
notate	1680
notated	2070
notates	0
notating	1340
notelet	0
notelets	0
notepads	2009
noteworthiness	0
notifiable	1920
notifier	1670
notifiers	0
nov	4370
novelisation	1500
novelisations	0
novelise	0
novelised	0
novelises	0
novelising	0
novelization	2150
novelizations	1540
novelize	0
novelized	1210
novelizes	0
novelizing	0
novena	2110
novenae	0
novenas	1450
novene	0
novocaine	1900
noways	0
nowt	2400
nr	3430
nra	3450
nrc	3070
ns	3480
nsc	2940
nsf	3050
nubbier	0
nubbiest	0
nubbin	1500
nubbins	1450
nubby	1650
nucleate	1630
nucleated	1960
nucleates	0
nucleating	1430
nucleation	2420
nucleoli	1340
nucleolus	1820
nucleon	2120
nucleons	1920
nucleoside	2240
nucleotide	3000
nucleotides	2750
nugatory	1410
numbingly	2020
numerable	1200
numerologist	1390
numerologists	1060
numerously	1380
numinous	2000
nurselings	0
nurser	1110
nursers	0
nursling	1230
nurslings	0
nurturer	1740
nurturers	1580
nus	2760
nutcase	2460
nutcases	1880
nuthouse	1610
nuthouses	0
nutpick	0
nutpicks	0
nutritiously	1180
nutritiousness	0
nutter	2800
nutters	2340
nuzzler	0
nuzzlers	0
nwt	2330
nymphet	1450
nymphets	1080
nympho	2220
nymphos	1450
nyse	3220
nz	3790
oafishly	0
oafishness	0
oarswoman	0
oarswomen	0
oatcake	1380
oatcakes	1690
obbligato	1630
obbligatos	0
obdurateness	0
obi	3350
obis	1300
objectification	2640
objectified	2460
objectifies	1780
objectify	2290
objectifying	2330
objurgate	0
objurgated	0
objurgates	0
objurgating	0
objurgation	0
objurgations	0
obligatorily	1620
obliquity	1810
obnoxiousness	1350
obscurantism	1660
obscurantist	1550
obscurantists	0
obsequy	0
obsessional	1910
obsessionally	0
obsessiveness	1690
obsolesce	0
obsolesced	0
obsolesces	0
obsolescing	0
obstreperously	0
obstreperousness	0
obstructionism	2100
obtainment	1320
obtrusion	0
obviation	0
ocala	2610
occident	2130
occultism	2230
occultist	2260
occultists	1940
occupationally	1630
occupier	2580
occupiers	2960
oceanfront	2400
oceanfronts	0
oceanology	1390
oceanside	2670
och	2880
ocker	1760
ockers	0
ocr	2790
octavian	2600
octavo	2310
octavos	0
oculomotor	1840
odalisque	1610
odalisques	1120
oddment	0
oddments	1430
odiousness	0
odored	0
odoured	0
oe	2950
oecus	0
oed	2470
oenology	1470
oenophile	1140
oenophiles	1010
oestradiol	1080
oestrous	0
oestrus	1590
oestruses	0
oeuvre	2790
oeuvres	2630
offhanded	1400
offhandedness	0
officialese	0
officialism	0
officiant	2170
officiants	1380
officiator	1160
officiators	0
offish	1970
offprint	1280
offprints	1010
offtrack	1110
ofttimes	1570
ogler	0
oglers	0
ogreish	0
ogress	1430
ogresses	0
ohioan	1690
ohioans	2150
ohmmeter	1290
ohmmeters	0
oi	3710
oik	1570
oiks	1240
oilcan	0
oilcans	0
oilman	2180
oilmen	1670
oilskins	1130
oj	3230
okapi	1850
okapis	1020
okayama	2190
okinawan	2250
okla	2860
oklahomans	1960
oldish	1550
oldness	1390
oldster	1220
oldsters	1660
oligarchical	1780
oligonucleotide	2220
oligonucleotides	2120
oligopolies	1770
oligopoly	2300
olympiads	1730
om	3550
omani	2410
omanis	1550
omb	2770
omicron	2350
omicrons	0
ominousness	0
omnidirectional	2230
omnivorously	0
omnivorousness	0
oms	2430
onboard	3550
oncogene	2290
oncogenes	2070
oncologist	2780
oncologists	2440
onerously	0
onerousness	0
onesie	2690
onesies	2430
onlooking	1410
onomatopoetic	1120
onscreen	2980
onside	2780
onstage	3470
ontarian	1610
ontarians	2150
ontogeny	1920
ontological	2730
ontology	2940
ooh	3760
oohed	1050
oohing	1610
oohs	1900
oolong	2380
oomph	2620
oozier	0
ooziest	0
oozy	1780
op	4420
opcode	1860
opcodes	1690
ope	2640
oped	2150
openai	1630
opencast	2120
openhandedness	0
operatically	1300
opes	1630
oping	1310
opportunely	1380
opportunistically	2060
oppositely	2080
oppositional	2480
oppressiveness	1290
opprobriously	0
ops	3800
optimally	2780
optimises	1380
optimizes	2220
opulently	1310
orality	1670
orangeness	0
orangeries	1220
orangery	1970
oratorically	0
orbicular	1880
orbiter	2940
orbiters	2170
orca	2930
orcas	2740
ordainment	0
ordinate	2910
ordinates	2600
oreg	1380
oregonians	2110
orem	2290
org	3550
organisationally	1490
organismic	1620
organizationally	2020
organza	2110
oriel	2490
oriels	0
orientalism	2380
orientalist	2310
orientalists	1880
orienteering	2320
orison	1730
orisons	1270
orneriness	0
ornithological	2250
orotundities	0
orotundity	0
orris	1840
orrises	0
orthographically	1510
orzo	1770
os	4100
oscillatory	2190
osculate	0
osculated	0
osculates	0
osculating	1470
osculation	0
osculations	0
osha	3090
osmium	2050
ossicles	1760
osteoarthritis	2760
osteopathic	2680
ostler	1800
ostlers	0
otb	2120
otc	3160
othering	1980
otherness	2400
oubliette	1640
oubliettes	0
outargue	0
outargued	0
outargues	0
outarguing	0
outboard	2860
outboards	1720
outboast	0
outboasted	0
outboasting	0
outboasts	0
outbox	1800
outboxed	1490
outboxes	0
outboxing	0
outcompete	1790
outdoorsman	2210
outdoorsmen	1510
outdoorsy	2370
outdraw	1060
outdrawing	0
outdrawn	0
outdraws	0
outdrew	1290
outercourse	1090
outerwear	2570
outface	0
outfaced	0
outfaces	0
outfacing	0
outfall	2050
outfalls	1470
outfight	1350
outfighting	0
outfights	0
outflow	3010
outflows	2570
outfought	1470
outgoings	2200
outguess	1170
outguessed	0
outguesses	0
outguessing	0
outgun	1650
outgunned	2490
outgunning	1010
outguns	0
outhit	1320
outhits	0
outhitting	0
outlandishness	1020
outlier	2860
outliers	2830
outmatch	1400
outmatched	2220
outmatches	0
outmatching	0
outpace	2420
outpaced	2440
outpaces	1980
outpacing	2320
outplace	0
outplaced	0
outplaces	0
outplacing	0
outpoint	1250
outpointed	1670
outpointing	1270
outpoints	0
outproduce	0
outproduced	0
outproduces	0
outproducing	0
outrace	1430
outraced	1090
outraces	0
outracing	0
outscore	2080
outscored	2890
outscores	1240
outscoring	2210
outshout	0
outshouted	0
outshouting	0
outshouts	0
outskirt	1610
outsource	2920
outsourced	3000
outsources	1820
outspend	1760
outspending	1560
outspends	0
outspent	1980
outstretch	0
outstretches	0
outstretching	0
outta	4100
outwith	2320
outwork	1910
outworked	1580
outworker	0
outworkers	1120
outworking	1530
outworks	1560
ouzo	1960
ouzos	0
ovate	2580
ovenbird	0
ovenbirds	0
ovenproof	1760
ovenware	0
overaggressive	1080
overanalyse	0
overanalyze	1620
overanalyzed	0
overanalyzes	0
overanalyzing	1590
overarching	3150
overarm	1380
overarmed	0
overarming	0
overarms	0
overattentive	0
overbear	1350
overbearingly	1250
overbears	0
overbid	1480
overbidding	1050
overbids	0
overbite	2110
overbites	0
overbold	0
overbore	0
overborne	1140
overbought	2020
overbuild	1190
overbuilding	1610
overbuilds	0
overbuilt	1800
overbuy	0
overbuying	0
overbuys	0
overcapacity	2110
overcapitalise	0
overcapitalised	0
overcapitalises	0
overcapitalising	0
overcapitalize	0
overcapitalized	0
overcapitalizes	0
overcapitalizing	0
overcareful	0
overcloud	0
overclouded	0
overclouding	0
overclouds	0
overcommit	1230
overconfidence	2350
overconscientious	0
overconsumption	2090
overcorrect	1270
overcorrected	1390
overcorrecting	1020
overcorrects	0
overcritical	1070
overdecorate	0
overdecorated	0
overdecorates	0
overdecorating	0
overdependent	0
overdevelop	0
overdeveloped	1880
overdeveloping	0
overdevelops	0
overdub	1580
overdubbed	1630
overdubbing	1480
overdubs	1840
overeducated	1640
overemotional	1520
overemphasis	1840
overestimation	2000
overexcite	0
overexcited	2360
overexcites	0
overexciting	0
overexercise	0
overexercised	0
overexercises	0
overexercising	0
overexert	1410
overexerted	0
overexerting	1240
overexertion	1690
overexerts	0
overfed	1980
overfeed	1650
overfeeding	1940
overfeeds	0
overfill	1770
overfilled	1840
overfilling	1560
overfills	0
overfish	0
overfished	1790
overfishes	0
overfishing	2550
overflew	1260
overflies	0
overflight	1930
overflights	1860
overflown	1570
overfly	1520
overflying	1520
overfond	0
overgeneralise	0
overgeneralised	0
overgeneralises	0
overgeneralising	0
overgeneralize	0
overgeneralized	1150
overgeneralizes	0
overgeneralizing	1100
overgraze	0
overgrazed	1330
overgrazes	0
overgrazing	2090
overground	2370
overhanded	0
overhasty	0
overhype	1640
overhyped	2390
overhypes	0
overhyping	1320
overindulgent	1340
overinflated	1770
overjoy	0
overjoying	0
overjoys	0
overladen	1080
overlain	2270
overlarge	0
overleaf	1700
overlie	1640
overlies	2029
overlying	2610
overmanned	1010
overmanning	0
overmaster	0
overmastered	0
overmastering	0
overmasters	0
overmodest	0
overnice	0
overoptimism	0
overoptimistic	1330
overparticular	0
overpayment	2280
overpayments	2220
overpoweringly	1420
overpraise	1100
overpraised	1240
overpraises	0
overpraising	0
overprecise	0
overprints	1300
overpromise	1130
overprotect	1020
overprotected	1570
overprotecting	0
overprotection	1020
overprotective	2660
overprotects	0
overreaction	2770
overreactions	1560
overrefined	0
overreliance	1700
overrepresented	2240
oversea	2310
oversensitiveness	0
oversimple	0
overspecialisation	0
overspecialization	0
overspilled	0
overstaffed	1600
overstimulate	1140
overstimulated	1840
overstimulates	0
overstimulating	1330
overstimulation	1860
overstretch	1570
overstretched	2140
overstretches	0
overstretching	1470
overstrict	0
overstrung	0
oversubscribe	0
oversubscribed	2150
oversubscribes	0
oversubscribing	0
oversubtle	0
oversuspicious	0
overtire	0
overtired	2029
overtires	0
overtiring	0
overvaluation	1840
overvaluations	0
overvalue	1970
overvalued	2620
overvalues	1310
overvaluing	1500
overweeningly	0
overwinter	1990
overwintered	1600
overwintering	2200
overwinters	1300
overwrote	1300
overzealous	2700
ovular	1390
owensboro	2330
owlishly	0
oxalate	2340
oxblood	1810
oxcart	1540
oxcarts	0
oxidant	2480
oxidants	2250
oxidase	2690
oxidases	1540
oxidative	3070
oxidisation	1190
oxidization	1650
oxtail	2130
oxtails	1360
oxymoronic	1800
pabulum	1340
pacer	2710
pacers	3310
pacey	2410
pachysandra	0
pachysandras	0
pacier	0
paciest	0
pacifistic	1620
packager	1760
packagers	1690
packinghouse	1360
packinghouses	0
packsaddle	0
packsaddles	0
pacy	1950
padang	2480
paddler	1830
paddlers	2120
paedophile	2850
paedophiles	2520
paedophilia	2360
paella	2630
paellas	1310
pageboy	1670
pageboys	0
pah	2770
painfulness	1140
painkilling	1430
painlessness	0
paintball	3030
paintbox	1610
paintboxes	0
painterly	2430
pairings	2980
paiute	2130
pajama	2810
paladin	2980
paladins	2530
palaeographer	0
palaeographers	0
palaeography	1570
palanquin	2130
palanquins	1620
palatalisation	0
palatalise	0
palatalised	0
palatalises	0
palatalising	0
palatalization	1470
palatalize	0
palatalized	1420
palatalizes	0
palatalizing	0
palatially	0
palatinate	2310
palatinates	0
palatine	2790
palatines	1680
palely	1440
paleo	3240
paleographer	0
paleographers	0
paleography	1520
palfrey	2200
palfreys	0
palish	0
pallidly	0
pallidness	0
pally	2440
palmate	1590
palmdale	2510
palmtop	1290
palmtops	0
panamas	0
panatella	0
panatellas	0
pancetta	2290
pancreatitis	2690
pangolin	2360
pangolins	2140
panini	2680
panko	2009
panpipes	1410
pansexual	2320
pansexuals	1220
pantechnicon	0
pantechnicons	0
pantie	1560
panto	2400
pantomimic	1320
pantomimist	0
pantomimists	0
pantos	1350
pantyliner	0
pantyliners	0
pantywaist	0
pantywaists	0
paparazzi	3210
paparazzo	2110
paperbark	1250
paperbarks	0
paperboard	2220
paperer	0
paperers	0
paperhanging	0
paperless	2430
papillary	2170
papist	2050
papists	1950
pappies	0
pappy	2560
para	3850
paracetamol	2660
paracetamols	0
parader	0
paraders	0
paradisaical	0
parallelisation	0
parallelised	0
parallelization	1860
parallelized	1620
paralympic	3240
paralympics	3200
paralysingly	0
paralyzingly	0
paramagnetic	2170
parameterise	0
parameterised	1040
parameterises	0
parameterising	0
parameterize	1300
parameterized	2110
parameterizes	0
parameterizing	1010
parametric	2840
paramountcy	1550
paranoiac	1760
paranoiacs	1030
parapsychologist	1480
parapsychologists	1350
paraquat	1660
paras	2680
parascending	0
parasitical	1820
parasitically	1450
parasitism	2270
parasympathetic	2280
parathion	1490
parathyroid	2330
parathyroids	0
paratroop	1760
